nome,unidade negocios,cpf_cnpj,marcas,instagram,uf,cidade,regiao,telefone/email,pote de ouro,numero pedido,estagio funil
Kely Modas,LBM/LM,,"Lez a Lez, Acostamento, Melissa, Santa Lolla",https://www.instagram.com/kelymodas_/,RS - Rio Grande do Sul,Jaboticaba,Sul,55996900488,Sim,,Novo/Sem Contato
Di Cidral,LBM/LM,,"Colcci, Forum, Dimy, Lez a Lez",https://www.instagram.com/dicidral/,SC - Santa Catarina,Sao Bento do Sul,Sul,47999526454,Sim,,Novo/Sem Contato
Your Store,LBM/LM,,"Lança perfume, Live",https://www.instagram.com/yourstoretimon/,MA - Maranhã,Timon,Nordeste,99982593664,Sim,,Novo/Sem Contato
Anabella,LBM/LM,,"Lança perfume, Acostamento, Hering",https://www.instagram.com/_anabella_modas/,RS - Rio Grande do Sul,Tio Hugo,Sul,54999892561,Sim,,Novo/Sem Contato
Ramal Z Store,LBM/LM,,"Open, Osklen, Reserva",https://www.instagram.com/ramalzstore/,GO - Goiás,Catalao,Centro-Oeste,64999349689,Sim,,Novo/Sem Contato
Kloset Man,LM,,"John John, Reserva, Tommy,Osklen, Levis, Aero",https://www.instagram.com/kloset.maan/,MA - Maranhã,Sao Luis,Nordeste,98984282882,Sim,,Novo/Sem Contato
Ultraje Boutique,LBM/LM,,"Farm, Reserva, Dress To, Cantão",https://www.instagram.com/ultraje_boutque_/,PI - Piauí,Parnaiba,Nordeste,86999690044,Sim,,Novo/Sem Contato
Ouse Concept,LBM/LM,,"Colcci, Forum, Schutz, Arezzo, John John, Ana Capri",https://www.instagram.com/ouse_concept1/,SC - Santa Catarina,Ituporanga,Sul,4735331519,Sim,,Novo/Sem Contato
Medida Exata,LBM/LM,,"Colcci, Calvin Klein, Ogochi, Dimy, Mercatto",https://www.instagram.com/medidaexatama/,MA - Maranhã,Chapadinha,Nordeste,98991459900,Sim,,Novo/Sem Contato
Marc Mix,LBM/LM,,"John John, Cantão, Open, Levis, Hope",https://www.instagram.com/lojamarcmix/,GO - Goiás,Vianopolis,Centro-Oeste,62999118938,Sim,,Novo/Sem Contato
Contágio Boutique,LBM/LM,,"Tommy, Acostamento, Ellus, Calvin Klein, Dimy, Lacoste",https://www.instagram.com/boutiquecontagio/,PI - Piauí,Parnaiba,Nordeste,86994348501,Sim,,Novo/Sem Contato
Espaço Lis,LBM/LM,,"Colcci, John John, Ogochi, Cantão",https://www.instagram.com/espacolismodas/,GO - Goiás,Ipameri,Centro-Oeste,64984454577,Sim,,Novo/Sem Contato
Manchete,LBM/LM,,"Colcci, Santa Lolla, Ellus",https://www.instagram.com/mancheteloja/,PI - Piauí,Urucui,Nordeste,89994160152,Sim,,Novo/Sem Contato
GR Multimarcas,LM,,"Colcci, Lacoste, Aramis, Levis, Aero",https://www.instagram.com/grmultimarcas_nv/,MA - Maranhã,Timon,Nordeste,86988109365,Sim,,Novo/Sem Contato
Flor de Lótus,LBM/LM,,"Colcci, Santa Lolla, Hering",https://www.instagram.com/flordelotus.bm/,MA - Maranhã,Bernardo do Mearim,Nordeste,99984341808,Sim,,Novo/Sem Contato
Profecia,LBM/LM,,"Lança perfume, Morena Rosa, Dimy, Calvin Klein, Ellus",https://www.instagram.com/profeciamultimarcas/,SC - Santa Catarina,Itapema,Sul,47992332072,Sim,,Novo/Sem Contato
Zan Multimarcas,LBM/LM,,"Acostamento, Ogochi, Forum, My Place, Dress To, Ellus, Cantão",https://www.instagram.com/zancatalao/,GO - Goiás,Catalao,Centro-Oeste,64981372444,Sim,,Novo/Sem Contato
WM Requint,LBM/LM,,"Santa Lolla, Acostamento, John John, Calvin Klein, Ogochi, Levis",https://www.instagram.com/wmrequint/,MA - Maranhã,Pastos Bons,Nordeste,99984831970,Sim,,Novo/Sem Contato
Atual Boutique,LBM/LM,,"Farm, John John, Dress To, Levis",https://www.instagram.com/atualboutique/,MA - Maranhã,Presidente Dutra,Nordeste,98981731893,Sim,,Novo/Sem Contato
Auma Boutique,LBM,,"Colcci, Animale, Oh Boy",https://www.instagram.com/auma.boutique/,SC - Santa Catarina,Penha,Sul,47996209488,Sim,,Novo/Sem Contato
Flor Store,LBM/LM,,"Farm, Morena Rosa, Acostamento, Levis, Ellus, Arezzo",https://www.instagram.com/uso.florstore/,MA - Maranhã,Joselandia,Nordeste,99984029332,Sim,,Novo/Sem Contato
Loja Angélica,LBM/LM,,"Lança perfume, Acostamento, Calvin Klein, Dimy, Charry",https://www.instagram.com/lojaangelicaa/,SC - Santa Catarina,Ituporanga,Sul,47988090131,Sim,,Novo/Sem Contato
Inovare Multimarcas,LBM/LM,,"Acostamento, Calvin Klein, Cantão, Ellus, Hope",https://www.instagram.com/inovaremultimarcas/,GO - Goiás,Trindade,Centro-Oeste,62996064847,Sim,,Novo/Sem Contato
Saíra Multimarcas,LBM,,"Farm, Oh Boy, Cantão",https://www.instagram.com/amo.saira/,SP - São Paulo,Sao Sebastiao,Sudeste,12996505136,Sim,,Novo/Sem Contato
Canabee,LBM,,"Farm, Colcci, Cantão, Dress To, Open",https://www.instagram.com/canabeeboutique/,MG - Minas Gerais,Governador Valadares,Sudeste,33988565369,Sim,,Novo/Sem Contato
Ana Caroline Multimarcas,LBM,,"Lança perfume, Farm, John John, Myft, Tommy, Cantão",https://www.instagram.com/anacarolinemodafeminina/,MT - Mato Grosso,Santa Carmem,Centro-Oeste,66997205858,Sim,,Novo/Sem Contato
Ficção Boutique,LBM/LM,,"Reserva, Osklen, Calvin Klein, Ellus, Open, Dress To",https://www.instagram.com/ficcaoboutique/,MG - Minas Gerais,Nanuque,Sudeste,3336211144‬,Sim,,Novo/Sem Contato
Nathália Store,LBM/LM,,"Animale, Dress To, Osklen, Maria Filó",https://www.instagram.com/nathaliastoreob/,MG - Minas Gerais,Ouro Branco,Sudeste,31982656393,Sim,,Novo/Sem Contato
Maju Closet,LBM,,"Lança perfume, Colcci, Farm, Santa Lolla, Mercatto, Lez a Lez",https://www.instagram.com/maju.closet/,MT - Mato Grosso,Bom Jesus do Araguaia,Centro-Oeste,66984205367,Sim,,Novo/Sem Contato
Concept Store,LBM,,"Forum, L'Cecci, Garnus",https://www.instagram.com/concept.loja/,MT - Mato Grosso,Sorriso,Centro-Oeste,66996958443,Sim,,Novo/Sem Contato
Dan Tom,LBM/LM,,"Calvin Klein, Ellus, Forum, Aramis, Levis, Dudalina",https://www.instagram.com/dantom_multimarcas/,MT - Mato Grosso,Tangara da Serra,Centro-Oeste,65999275275,Sim,,Novo/Sem Contato
Dona Fulô,LBM/LM,,"Reserva, Animale, Calvin Klein, Cantão, Dzarm",https://www.instagram.com/donafulol/,MT - Mato Grosso,Jaciara,Centro-Oeste,66999724205,Sim,,Novo/Sem Contato
Todachik Boutique,LBM,,"Colcci, Farm, Sommer, Dress To, Lez a Lez, Maria Filó",https://www.instagram.com/todachikboutique/,MT - Mato Grosso,Caceres,Centro-Oeste,65999613833,Sim,,Novo/Sem Contato
Boutique da Jo,LBM/LM,,"Colcci, Morena Rosa, Acostamento, Tommy, Dimy, Oh Boy, Forum",https://www.instagram.com/boutiquedajo.bjamt/,MT - Mato Grosso,Bom Jesus do Araguaia,Centro-Oeste,66984591950,Sim,,Novo/Sem Contato
Bem Me Quer,LBM,,"Schutz, Morena Rosa, Lez a Lez, Arezzo",https://www.instagram.com/bemmequerespigao/,RO - Rondônia,Espigao Doeste,Norte,8191043865,Sim,,Novo/Sem Contato
Art e Oficcio,LBM/LM,,"Farm, Shoulder, Mercatto",https://www.instagram.com/art_oficcio/,MT - Mato Grosso,Barra do Garcas,Centro-Oeste,66996254744,Sim,,Novo/Sem Contato
Homine Mens Store,LM,,"Tommy, Lacoste, Aramis, Forum",https://www.instagram.com/hominemenstore/,MT - Mato Grosso,Lucas do Rio Verde,Centro-Oeste,65996510212,Sim,,Novo/Sem Contato
Rosa Chá,LBM,,"Lança perfume, Myft, Morena Rosa",https://www.instagram.com/rosachamultimarccas/,RO - Rondônia,Porto Velho,Norte,68992104669,Sim,,Novo/Sem Contato
L'actuelle,LBM,,"Lança perfume, Myft",https://www.instagram.com/laactuelle/,RS - Rio Grande do Sul,Porto Alegre,Sul,5192364159,Sim,,Novo/Sem Contato
Deusa da Lua,LBM,,"Lança perfume, Morena Rosa, Myft",https://www.instagram.com/lojadeusadalua/,RS - Rio Grande do Sul,Canoas,Sul,51997118517,Sim,,Novo/Sem Contato
La Vytrina,LBM,,"Lança perfume, Myft",https://www.instagram.com/lavytrina/,RS - Rio Grande do Sul,Uruguaiana,Sul,5596242022,Sim,,Novo/Sem Contato
Urbana,LBM,,"Lança perfume, Myft",https://www.instagram.com/urbanacstore/,RS - Rio Grande do Sul,Pelotas,Sul,5333059979,Sim,,Novo/Sem Contato
Rosa Chá,LBM,,"Lança perfume, Myft, Morena Rosa",https://www.instagram.com/rosachamultimarccas/,RO - Rondônia,Porto Velho,Norte,68992104669,Sim,,Novo/Sem Contato
Sensual Modas,LBM,,"Farm, Schutz, Santa Lolla, Melissa, Shoulder",https://www.instagram.com/sensualmodas/,MS - Mato Grosso do Sul,Rio Brilhante,Centro-Oeste,67996735334,Sim,,Novo/Sem Contato
Conceito Rouparia Centro SBO,LBM,,"Farm, Schutz, Calvin Klein, Oakley, Osklen",https://www.instagram.com/conceitorouparia/,SP - São Paulo,Santa Barbara do Oeste,Sudeste,1936293345,Sim,,Novo/Sem Contato
Inove Multimarcas,LBM/LM,,"Lança perfume, Colcci, Tommy, Calvin Klein, John John",https://www.instagram.com/inove.multimarcas/,SC - Santa Catarina,Palhoca,Sul,48991809030,Sim,,Novo/Sem Contato
Batika Modas,LBM/LM,,"Lança perfume, Colcci, Calvin Klein, Triton, John John",https://www.instagram.com/batikamodas/,SC - Santa Catarina,Treze Tilias,Sul,49998193898,Sim,,Novo/Sem Contato
Life Store,LBM/LM,,"Farm, John John, Acostamento, Reserva, Lez a Lez, Aramis",https://www.instagram.com/life.loja/,SC - Santa Catarina,Cacador,Sul,54991961672,Sim,,Novo/Sem Contato
Rabo de Saia,LBM,,"Lança perfume, Colcci, Myft",https://www.instagram.com/rabo.desaia/,SC - Santa Catarina,Mafra,Sul,47999231919,Sim,,Novo/Sem Contato
Zendron Multimarcas,LBM/LM,,"Farm, Calvin Klein, Adidas, Levis",https://www.instagram.com/zendronoficial/,SC - Santa Catarina,Brusque,Sul,4791542534,Sim,,Novo/Sem Contato
Território,LBM/LM,,"Colcci, Ellus, Lez a Lez, Arezzo, Dzarm",https://www.instagram.com/lojaterritorio/,SC - Santa Catarina,Imbituba,Sul,4832556851,Sim,,Novo/Sem Contato
Unique Store,LBM,,"Lança perfume, Myft, Amarante do Brasil",https://www.instagram.com/unique.storenv/,SC - Santa Catarina,Nova Veneza,Sul,48988461150,Sim,,Novo/Sem Contato
Mery Modas,LBM/LM,,"Sommer, Triton, Flor de Lis, Coca Cola",https://www.instagram.com/meryymodas/,SC - Santa Catarina,Sangao,Sul,48998049054,Sim,,Novo/Sem Contato
Expressiva Homem,LM,,"Calvin Klein, Tommy, John John, Levis, Lacoste, King&Joe",https://www.instagram.com/expressivahomem/,SC - Santa Catarina,Joinville,Sul,47999695329,Sim,,Novo/Sem Contato
Ninah Modas,LBM/LM,,"Colcci, Lez a Lez, Melissa, Damyller",https://www.instagram.com/ninah.modas/,SC - Santa Catarina,Garuva,Sul,47999101034,Sim,,Novo/Sem Contato
MP Concept,LBM/LM,,"Colcci, John John, Calvin Klein, Levis, Adidas, Fila, Lee",https://www.instagram.com/mpconcept_/,SC - Santa Catarina,Sao Bento do Sul,Sul,47997611584,Sim,,Novo/Sem Contato
Bella Mulher Boutique,LBM,,"Lança perfume, Animale, Shoulder, Maria Filó, Carmim",https://www.instagram.com/bellamulherboutique_/,SC - Santa Catarina,Jaragua do Sul,Sul,47996520779,Sim,,Novo/Sem Contato
Bendita,LBM/LM,,"Colcci, Ellus, My Place",https://www.instagram.com/bbendita/,SC - Santa Catarina,Cordilheira Alta,Sul,4988458783,Sim,,Novo/Sem Contato
Cor de Rosa,LBM,,"Lança perfume, Myft",https://www.instagram.com/corderosa_caceres/,MT - Mato Grosso,Caceres,Centro-Oeste,65999081452,Sim,,Novo/Sem Contato
Coleção da Dani,LBM/LM,,"Lança perfume, Colcci, Myft",https://www.instagram.com/colecaodadani/,PB - Paraíba,Sape,Nordeste,83993010027,Sim,,Novo/Sem Contato
Nanda Multimarcas,LBM,,"Lança perfume, Acostamento",https://www.instagram.com/nandamultimarcass/,MT - Mato Grosso,Alto Boa Vista,Centro-Oeste,66984581885,Sim,,Novo/Sem Contato
K&K Modas,LBM/LM,,"Lança perfume, Tommy, Forum, Triton, Hering",https://www.instagram.com/kekmodas/,RN - Rio Grande do Norte,Caraubas,Nordeste,8499623811,Sim,,Novo/Sem Contato
Boutique Rosa Maria,LBM/LM,,"Colcci, Reserva, Schutz, Sommer, Forum, Ellus, Levis",https://www.instagram.com/boutiquerosamaria/,MT - Mato Grosso,Campo Verde,Centro-Oeste,66999696553,Sim,,Novo/Sem Contato
Rosa Chic,LBM/LM,,"Lança perfume, Osklen, John John, Myft, Aramis, Melissa",https://www.instagram.com/rosachicchic/,BA - Bahia,Ribeira do Pombal,Nordeste,75999992025,Sim,,Novo/Sem Contato
Santos e D'ellas,LBM/LM,,"Acostamento, Cantão, Maria Filó, Lacoste, Lupo",https://www.instagram.com/santosdellas/,PE - Pernambuco,Palmares,Nordeste,81986090829,Sim,,Novo/Sem Contato
Duo Store,LBM/LM,,"Tommy, John John, Osklen",https://www.instagram.com/loja_duostore/,MT - Mato Grosso,Sorriso,Centro-Oeste,66999405710,Sim,,Novo/Sem Contato
Kelli Modas,LBM,,"Lança perfume, Myft, Forum, Levis",https://www.instagram.com/kelli.modas/,SC - Santa Catarina,Itapiranga,Sul,49984188449,Sim,,Novo/Sem Contato
Doce Vicio Boutique,LBM/LM,,"Lança perfume, Ellus, Lez a Lez",https://www.instagram.com/doce_vicio_boutique/,MT - Mato Grosso,Nova Lacerda,Centro-Oeste,65984739256,Sim,,Novo/Sem Contato
Tok D Amor Boutique,LBM/LM,,"Colcci, Acostamento, Morena Rosa, Dimy, Aramis, Melissa",https://www.instagram.com/tok_d_amor_boutique/,MT - Mato Grosso,Alto Araguaia,Centro-Oeste,66996117334,Sim,,Novo/Sem Contato
Esplendore,LBM/LM,,"Farm, Sommer, Lez a Lez, Animale, Shoulder",https://www.instagram.com/esplendoreloja/,MT - Mato Grosso,Alta Floresta,Centro-Oeste,66992391129,Sim,,Novo/Sem Contato
Empório K Maison,LBM,,Lança perfume,https://www.instagram.com/emporiok_/,AP - Amapá,Macapa,Norte,96981338440,Sim,,Novo/Sem Contato
Q Bunita Boutique,LBM,,"Farm, Forum",https://www.instagram.com/qbunita/,MT - Mato Grosso,Caceres,Centro-Oeste,65996260808,Sim,,Novo/Sem Contato
Patmô Loja,LBM,,"Colcci, Live, Alto Giro",https://www.instagram.com/romafitoficial/,MT - Mato Grosso,Cuiaba,Centro-Oeste,64999642980,Sim,,Novo/Sem Contato
Patmô Loja,LBM,,"Colcci, Live, Alto Giro",https://www.instagram.com/romafitoficial/,MT - Mato Grosso,Cuiaba,Centro-Oeste,64999642980,Sim,,Novo/Sem Contato
To na Onda,LM,,"Bulls, Oakley, Mormaii,",https://www.instagram.com/tonaonda/,GO - Goiás,Formosa,Centro-Oeste,61998223308,Sim,,Novo/Sem Contato
Manu Paganotti,LBM,,"Lança perfume, Myft, Farm, My Place, Charry",https://www.instagram.com/manupaganotti/,MT - Mato Grosso,Cuiaba,Centro-Oeste,65996241016,Sim,,Novo/Sem Contato
Julios Street,LM,,"Tommy, Oakley, Lacoste, Vans, New Balance, MCD",https://www.instagram.com/julios_street/,GO - Goiás,Goiania,Centro-Oeste,62991863310,Sim,,Novo/Sem Contato
Tribal,LBM/LM,,"Farm, Colcci, Ellus, Aramis, Shoulder, Mercatto",https://www.instagram.com/tribaljaciara/,MT - Mato Grosso,Jaciara,Centro-Oeste,66997232845,Sim,,Novo/Sem Contato
Kefrii,LM,,"Reserva, Diesel, John John, Calvin Klein, Tommy, Lacoste",https://www.instagram.com/kefrii_/,GO - Goiás,Goiania,Centro-Oeste,62995626697,Sim,,Novo/Sem Contato
Hifly,LM,,"Baw, Adidas, MCD, Hurley, Oakley, Vans, Converse",https://www.instagram.com/hiflygoianiashopping/,GO - Goiás,Goiania,Centro-Oeste,6239454537,Sim,,Novo/Sem Contato
Tolotti Men,LM,,"Acostamento, Tommy, Aero",https://www.instagram.com/tolottimen/,MT - Mato Grosso,Santa Carmem,Centro-Oeste,66996030041,Sim,,Novo/Sem Contato
DG For Men,LM,,"Tommy, King&Joe, Lacoste, Aero",https://www.instagram.com/p/CehLJRuuTqb/,GO - Goiás,Padre Bernardo,Centro-Oeste,61984572548,Sim,,Novo/Sem Contato
Portare Store,LM,,"Reserva, Acostamento, Osklen, Levis, Nike, Aero, Puma",https://www.instagram.com/portare.store/,GO - Goiás,Uruacu,Centro-Oeste,62984746143,Sim,,Novo/Sem Contato
Hmultibrands,LM,,"Reserva, John John, Osklen, Calvin Klein, Tommy",https://www.instagram.com/usehmultibrands/,GO - Goiás,Cidade Ocidental,Centro-Oeste,6181591878,Sim,,Novo/Sem Contato
Mistura Fina,LBM/LM,,"Lança perfume, Animale, Arezzo, Levis",https://www.instagram.com/sejamisturafina/,MT - Mato Grosso,Vila Rica,Centro-Oeste,62981036163,Sim,,Novo/Sem Contato
Le Gardin,LBM,,"Farm, Open, Dress To, Morena Rosa, Shoulder, Levis",https://www.instagram.com/legardinloja/,MT - Mato Grosso,Tangara Da Serra,Centro-Oeste,65999370478,Sim,,Novo/Sem Contato
Espaço Lorenna Nara,LBM,,"Lança perfume, Farm, Open, Myft",https://www.instagram.com/_espacoln/,MG - Minas Gerais,Contagem,Sudeste,3125232928,Sim,,Novo/Sem Contato
Lellis Boutique,LBM,,"Colcci, Animale, Reserva, Dress To, Ellus, Sommer, Forum",https://www.instagram.com/lellis_boutique/,MT - Mato Grosso,Querencia,Centro-Oeste,66984386841,Sim,,Novo/Sem Contato
La boutique,LBM/LM,,"Colcci, Myft, Sommer",https://www.instagram.com/laboutiquesaojose/,MT - Mato Grosso,Sao Jose do Rio Claro,Centro-Oeste,66996426886,Sim,,Novo/Sem Contato
Maria Leão,LBM,,"Dress To, Oh boy, Shoulder",https://www.instagram.com/marialeaomoda/,MG - Minas Gerais,Joao Monlevade,Sudeste,31989148019,Sim,,Novo/Sem Contato
KG Multimarcas,LBM/LM,,"Lança perfume, Morena Rosa, Schutz, Tommy, Ellus, Arezzo",https://www.instagram.com/kgmultimarcas.sjrc/,MT - Mato Grosso,Sao Jose do Rio Claro,Centro-Oeste,65996182168,Sim,,Novo/Sem Contato
Oceania,LBM/LM,,"Osklen, Farm, Patogê, Ellus",https://www.instagram.com/oceaniamanhuacu/,MG - Minas Gerais,Manhuacu,Sudeste,33987170605,Sim,,Novo/Sem Contato
Liberty,LBM/LM,,"Farm, John John, Tommy, Ellus, Aramis",https://www.instagram.com/libertymutum/,MT - Mato Grosso,Nova Mutum,Centro-Oeste,65996601126,Sim,,Novo/Sem Contato
Bella Mulher,LBM,,"Farm, Schutz, Open, Dress To, Patogê",https://www.instagram.com/bellamulherofficial/,MG - Minas Gerais,Contagem,Sudeste,31999139084,Sim,,Novo/Sem Contato
Multimarca Boutique,LBM/LM,,"Lança perfume, Colcci, Morena Rosa, Ellus, Forum, Schutz",https://www.instagram.com/multimarcaboutique/,MT - Mato Grosso,Barra do Bugres,Centro-Oeste,65999661539,Sim,,Novo/Sem Contato
Gap For Men,LBM/LM,,"Acostamento, Tommy, Reserva",https://www.instagram.com/gapformen/,MT - Mato Grosso,Sao Jose dos Quatro Marcos,Centro-Oeste,65996292099,Sim,,Novo/Sem Contato
Luciana Multimarcas,LBM,,"Lança perfume, Farm",https://www.instagram.com/lucianamultimarcas_/,DF - Distrito Federal,Brasilia,Centro-Oeste,6184310393,Sim,,Novo/Sem Contato
Adriane Modas,LBM/LM,,"Lança perfume, Colcci, Myft",https://www.instagram.com/adrianemodas/,RS - Rio Grande do Sul,Vila Maria,Sul,54991852086,Sim,,Novo/Sem Contato
Loja Princesinha,LBM/LM,,"Lança perfume, Colcci, Reserva, Myft, John John, DressTo",https://www.instagram.com/lojaprincesinha/,GO - Goiás,Pires do Rio,Centro-Oeste,6434611567,Sim,,Novo/Sem Contato
Lojas Recanto,LBM/LM,,"Lança perfume, Myft, Schutz, John John, Calvin Klein",https://www.instagram.com/lojasrecanto/,SC - Santa Catarina,Laguna,Sul,48998410211,Sim,,Novo/Sem Contato
Rimodas,LBM/LM,,"Colcci, Acostamento, Levis",https://www.instagram.com/rimodas/,SP - São Paulo,Socorro,Sudeste,19991476467,Sim,,Novo/Sem Contato
Taugi For Men,LM,,"Colcci, Acostamento, Ellus, New Balance",https://www.instagram.com/taugiformen/,SP - São Paulo,Brodowski,Sudeste,16991664886,Sim,,Novo/Sem Contato
Reluz Moda Exclusiva,LBM/LM,,"Sommer, Levis, Ellus, Beagle, Reserva",https://www.instagram.com/modasreluz/,SP - São Paulo,Ibitinga,Sudeste,1633423101,Sim,,Novo/Sem Contato
Thalentus,LBM/LM,,"Lança perfume, Acostamento, Ellus",https://www.instagram.com/thalentus/,PE - Pernambuco,Pesqueira,Nordeste,8738352271,Sim,,Novo/Sem Contato
Max Modas,LBM/LM,,"Calvin Klein, Hering, Bana Bana, Charry",https://www.instagram.com/maxmodas/,RN - Rio Grande do Norte,Pau dos Ferros,Norte,8433512754,Sim,,Novo/Sem Contato
Sol e Rio Boutique,LBM,,"Lança perfume, Farm, Maria Filó",https://www.instagram.com/lojasolerio/,GO - Goiás,Ceres,Centro-Oeste,6233073707,Sim,,Novo/Sem Contato
Loja Pedágio,LBM,,"Farm, Calvin Klein, Open, Diesel, Cholet",https://www.instagram.com/lojapedagio/,SP - São Paulo,Bauru,Sudeste,14991292421,Sim,,Novo/Sem Contato
Perfil Multimarcas,LBM/LM,,"Lança perfume, Farm, Morena Rosa, Osklen, Animale",https://www.instagram.com/perfilmultimarcas/,SC - Santa Catarina,Balneario Picarras,Sul,4733471575,Sim,,Novo/Sem Contato
Betys Boutique,LBM/LM,,"Lança perfume, Acostamento, Aramis, Morena Rosa",https://www.instagram.com/betysboutique/,RN - Rio Grande do Norte,Acu,Nordeste,84999024300,Sim,,Novo/Sem Contato
EHP Concept Store,LBM/LM,,"Lança perfume, Farm, Lez a Lez",https://www.instagram.com/ehpconceptstore/,SP - São Paulo,Bastos,Sudeste,1434783273,Sim,,Novo/Sem Contato
Verde Limão Boutique,LBM/LM,,"Colcci, Forum, Oh Boy, Dimy, Cantão, Triton",https://www.instagram.com/verdelimao.boutique/,SP - São Paulo,Mococa,Sudeste,19992524309,Sim,,Novo/Sem Contato
Conexão Masculina,LM,,"Reserva, John John",https://www.instagram.com/conexaomasculina/,SP - São Paulo,Piracicaba,Sudeste,19994985783,Sim,,Novo/Sem Contato
Ramires For Men,LM,,"Reserva, Acostamento, Redley, King&Joe",https://www.instagram.com/ramiresloja/,MG - Minas Gerais,Salinas,Sudeste,38991742066,Sim,,Novo/Sem Contato
Brands Store,LM,,"Tommy, Osklen, Calvin Klein, Ellus",https://www.instagram.com/brandstoreiguatemirp55/,SP - São Paulo,Sao Jose do Rio Preto,Sudeste,17997368834,Sim,,Novo/Sem Contato
Vc Boutique,LBM,,"Lança perfume, Colcci, Farm, Open, Patogê",https://www.instagram.com/vcboutiqueee/,MG - Minas Gerais,Contagem,Sudeste,31996282341,Sim,,Novo/Sem Contato
Sampa Homem,LM,,"Calvin Klein, Osklen, Reserva, Tommy, Lacoste, Diesel",https://www.instagram.com/sampahomem/,SP - São Paulo,Ourinhos,Sudeste,14981239611,Sim,,Novo/Sem Contato
MM Concept,LBM/LM,,"Colcci, Farm, Open, Animale, Ellus",https://www.instagram.com/mm_concept22/,PA - Pará,Tailandia,Norte,91991029890,Sim,,Novo/Sem Contato
Boutique Morango Rosa,LBM,,"Lança perfume, Farm, Myft",https://www.instagram.com/boutiquemorangorosa/,SC - Santa Catarina,Balneario Gaivota,Sul,48999704525,Sim,,Novo/Sem Contato
Elegance Boutique,LBM,,"Lança perfume, Colcci, Levis",https://www.instagram.com/elegancebouutique/,SC - Santa Catarina,Sao Carlos,Sul,49991034746,Sim,,Novo/Sem Contato
GatoGarota,LBM/LM,,"Lança perfume, Colcci, Dimy ",https://www.instagram.com/gatogarota_/,MG - Minas Gerais,Senador Amaral,Sudeste,35998552374,Sim,,Novo/Sem Contato
Espaço Carla,LBM,,"Lança perfume, Myft",https://www.instagram.com/espacocarlamg/,MG - Minas Gerais,Congonhas,Sudeste,31986320012,Sim,,Novo/Sem Contato
Camarim,LBM/LM,,"Colcci, Osklen, Sommer, Dress To",https://www.instagram.com/use_camarimad/,MG - Minas Gerais,Astolfo Dutra,Sudeste,32999193800,Sim,,Novo/Sem Contato
By Dadaça,LBM/LM,,"Colcci, Sommer, Flor de Lis, Sly Wear",https://www.instagram.com/by_dadaca/,MG - Minas Gerais,Alem Paraiba,Sudeste,3288063087,Sim,,Novo/Sem Contato
